num,title,chars,body_chars,section_count,sections,has_method_section,has_experiment_section,has_conclusion_section,dataset_count,metric_count,extract_ok,extract_error
346,A Resource-Efficient Federated Learning Framework for Intrusion Detection in IoMT Networks,63926,46912,7,"method,abstract,introduction,discussion,related_work,experiment,conclusion",True,True,True,1,5,,
347,A Spatial Contexts-Informed Self-Supervised Learning Approach for Pavement Distress Segmentation,59516,50172,8,"abstract,introduction,method,related_work,experiment,background,discussion,conclusion",True,True,True,3,3,,
348,"A survey on encrypted network traffic: A comprehensive survey of identification/classification techniques, challenges, and future directions",166885,137543,6,"abstract,introduction,discussion,method,related_work,conclusion",True,False,True,0,1,,
349,A Synthetic Data-Assisted Satellite Terrestrial Integrated Network Intrusion Detection Framework,84517,75556,7,"abstract,introduction,experiment,method,background,discussion,conclusion",True,True,True,3,4,,
350,A Time Series Self-Supervised Contrastive Pretraining Method With Data Augmentation Using Discrepancy of Reconstruction Information Loss,61122,53081,6,"abstract,method,discussion,introduction,experiment,conclusion",True,True,True,5,4,,
351,A Unified Framework for Hybrid Network Intrusion Detection,99958,88330,6,"abstract,method,introduction,related_work,experiment,conclusion",True,True,True,5,6,,
352,AADC-Net: A Multimodal Deep Learning Framework for Automatic Anomaly Detection in Real-Time Surveillance,69532,51271,7,"method,abstract,introduction,experiment,related_work,discussion,conclusion",True,True,True,2,3,,
353,Accurate and Interpretable Log-Based Fault Diagnosis Using Large Language Models,65903,51332,8,"method,introduction,background,related_work,discussion,abstract,experiment,conclusion",True,True,True,2,4,,
354,AD-NEv: A Scalable Multilevel Neuroevolution Framework for Multivariate Anomaly Detection,78158,66270,6,"abstract,method,introduction,experiment,conclusion,discussion",True,True,True,5,4,,
355,Adaptive Memory Broad Learning System for Unsupervised Time Series Anomaly Detection,74844,61689,7,"abstract,method,introduction,related_work,background,experiment,discussion",True,True,False,0,1,,
356,ADPS: Asymmetric Distillation Postsegmentation for Image Anomaly Detection,67071,50806,6,"abstract,method,introduction,experiment,related_work,conclusion",True,True,True,4,2,,
357,"Advancing Intrusion Detection in V2X Networks: A Comprehensive Survey on Machine Learning, Federated Learning, and Edge AI for V2X Security",314922,259393,6,"abstract,conclusion,introduction,method,discussion,experiment",True,True,True,8,12,,
358,Adversarial Label-Flipping Attack and Defense for Anomaly Detection in Spatial Crowdsourcing UAV Services,66558,57343,7,"abstract,method,introduction,related_work,conclusion,experiment,discussion",True,True,True,1,1,,
359,Adversarial Transformer-Based Anomaly Detection for Multivariate Time Series,49794,44058,6,"abstract,introduction,method,related_work,experiment,conclusion",True,True,True,5,3,,
360,ALAD: A New Unsupervised Time Series Anomaly Detection Paradigm Based on Activation Learning,61338,48767,7,"abstract,introduction,method,related_work,background,experiment,conclusion",True,True,True,2,4,,
361,An Innovative Secure and Privacy-Preserving Federated Learning-Based Hybrid Deep Learning Model for Intrusion Detection in Internet-Enabled Wireless Sensor Networks,39482,32847,6,"method,abstract,introduction,related_work,experiment,conclusion",True,True,True,2,9,,
362,An Unsupervised Learning Approach for Pavement Distress Diagnosis via Siamese Networks,59335,47311,8,"abstract,method,introduction,related_work,experiment,background,discussion,conclusion",True,True,True,1,3,,
363,An Unsupervised Malicious Web Request Detection Based on Transformer and Contrastive Learning,65406,53579,8,"abstract,introduction,method,related_work,background,experiment,discussion,conclusion",True,True,True,2,5,,
364,ANEF: Adversarial Neural Encryption Framework for Secured Consumer Electronics in Smart Cities,35998,31713,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,4,4,,
365,Anomaly Detection Framework With Contrastive Learning and Multiview Augmentation for Time-Series Domain Generalization,47388,36965,5,"abstract,method,introduction,experiment,discussion",True,True,False,3,0,,
366,Anomaly detection in encrypted network traffic using self-supervised learning,66528,57434,6,"method,discussion,background,conclusion,introduction,experiment",True,True,True,4,13,,
367,Anomaly Detection in Event-Triggered Traffic Time Series via Similarity Learning,70238,55348,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,2,5,,
368,Anomaly Detection on Attributed Networks via Multiview and Multiscale Contrastive Learning,75579,62902,8,"abstract,introduction,method,discussion,related_work,background,experiment,conclusion",True,True,True,1,1,,
369,Augmentation and Fusion: Multi-Feature Fusion-Based Self-Supervised Learning Approach for Traffic Tables,64607,56391,7,"method,abstract,introduction,experiment,related_work,discussion,conclusion",True,True,True,4,1,,
370,AutoKAN: A Federated Lightweight Anomaly Detection Framework for Securing Constrained IoT Healthcare Diabetes Monitoring Systems,56713,47265,7,"abstract,method,experiment,introduction,related_work,discussion,conclusion",True,True,True,2,3,,
371,AVXProbe: Enhancing Website Fingerprinting with Side-Channel-Assisted Kernel-Level Traces,86969,68354,7,"abstract,experiment,introduction,background,method,discussion,conclusion",True,True,True,2,1,,
372,BDIP: An Efficient Big Data-Driven Information Processing Framework and Its Application in DDoS Attack Detection,57833,47843,8,"abstract,method,introduction,related_work,discussion,background,experiment,conclusion",True,True,True,3,3,,
373,Beyond Spatial Priors: Spectral-Aware Hyperspectral Anomaly Detection Network via Heterogeneous–Homogeneous Super-Band and Quaternionic Sparse Representation,82565,68976,8,"abstract,experiment,introduction,background,method,related_work,discussion,conclusion",True,True,True,2,4,,
374,Bi-Grid Reconstruction for Image Anomaly Detection,48553,38387,6,"method,introduction,related_work,experiment,conclusion,discussion",True,True,True,2,6,,
375,Bipartite Graph Anomaly Detection With Contrastive Learning,77368,67014,7,"abstract,introduction,method,experiment,related_work,background,conclusion",True,True,True,3,2,,
376,Boosting Encrypted Traffic Classification Using Feature-Enhanced Recurrent Neural Network With Angle Constraint,60703,50026,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,4,8,,
377,"Bottom Aggregating, Top Separating: An Aggregator and Separator Network for Encrypted Traffic Understanding",58981,45925,7,"abstract,introduction,discussion,related_work,method,experiment,conclusion",True,True,True,4,1,,
378,BTGPT: Generative Pretrained Transformer for Benign Network Traffic,48271,40073,7,"abstract,method,introduction,related_work,experiment,conclusion,discussion",True,True,True,0,1,,
379,CCLog: Actionable APT forensics via fused log semantics and provenance graph topology,69444,61638,6,"abstract,method,introduction,discussion,experiment,conclusion",True,True,True,2,7,,
380,CELEST: Federated Learning for Globally Coordinated Threat Detection,91471,73757,6,"abstract,method,introduction,experiment,discussion,related_work",True,True,False,2,5,,
381,CertTA: Certified Robustness Made Practical for Learning-Based Traffic Analysis,98804,76025,7,"abstract,method,discussion,introduction,experiment,background,conclusion",True,True,True,0,1,,
382,CL-BioGAN: Biologically Inspired Cross-Domain Continual Learning for Hyperspectral Anomaly Detection,75403,54489,7,"abstract,introduction,method,experiment,background,discussion,conclusion",True,True,True,0,3,,
383,Class Incremental Website Fingerprinting Attack Based on Dynamic Expansion Architecture,91406,69196,7,"abstract,introduction,method,background,experiment,discussion,conclusion",True,True,True,1,3,,
384,CLEAR: Spatial-Temporal Traffic Data Representation Learning for Traffic Prediction,81195,69761,8,"abstract,introduction,discussion,method,background,related_work,experiment,conclusion",True,True,True,3,2,,
385,CLIP-Based Multi-Modal Feature Learning for Cloth-Changing Person Re-Identification,66651,52556,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,2,2,,
386,Commander: A robust cross-machine multi-phase Advanced Persistent Threat detector via provenance analytics,135200,112880,7,"abstract,introduction,method,background,related_work,experiment,conclusion",True,True,True,2,1,,
387,Contrastive Multi-Knowledge Graph Learning for Fake News Detection,75580,60058,8,"abstract,introduction,method,related_work,background,experiment,discussion,conclusion",True,True,True,0,7,,
388,Contrastive Self-Supervised Learning-Based Background Reconstruction for Hyperspectral Anomaly Detection,61117,47470,8,"background,abstract,introduction,method,conclusion,related_work,experiment,discussion",True,True,True,3,0,,
389,Cyber Attacks Prevention Toward Prosumer-Based EV Charging Stations: An Edge-Assisted Federated Prototype Knowledge Distillation Approach,142002,114279,8,"abstract,method,introduction,related_work,experiment,background,discussion,conclusion",True,True,True,3,1,,
390,Cyberattack event logs classification using deep learning with semantic feature analysis,87410,75566,7,"abstract,introduction,method,related_work,conclusion,discussion,experiment",True,True,True,0,5,,
391,D 3 Former: Dual-Decoder Dual-Transformer Reconstruction Network for Hyperspectral Anomaly Detection,70310,55976,6,"abstract,method,introduction,background,experiment,discussion",True,True,False,2,3,,
392,DACAD: Domain Adaptation Contrastive Learning for Anomaly Detection in Multivariate Time Series,66319,50966,7,"abstract,method,introduction,discussion,background,experiment,conclusion",True,True,True,6,1,,
393,DDoS Attack Detection in Consumer IoT-Based Healthcare Systems Using Improved Off-Policy Proximal Policy Optimization and Generative Adversarial Network,59625,47070,7,"abstract,method,introduction,conclusion,related_work,experiment,discussion",True,True,True,4,4,,
394,Deep Graph Anomaly Detection: A Survey and New Perspectives,127939,99625,5,"conclusion,method,introduction,discussion,background",True,False,True,0,1,,
395,Deep Multimanifold Transformation-Based Multivariate Time Series Fault Detection,53877,42525,7,"abstract,introduction,method,related_work,conclusion,experiment,discussion",True,True,True,7,10,,
396,DeepDRAC: Disposition Recommendation for Alert Clusters Based on Security Event Patterns,92280,83700,6,"abstract,introduction,method,discussion,experiment,conclusion",True,True,True,3,2,,
397,Detecting Multivariate Time Series Anomalies With Cascade Decomposition Consistency,68095,54800,7,"abstract,introduction,method,background,conclusion,experiment,discussion",True,True,True,8,2,,
398,Detecting Smart Home Device Activities Using Packet-Level Signatures From Encrypted Traffic,62120,51356,7,"abstract,method,introduction,experiment,background,conclusion,discussion",True,True,True,3,2,,
399,Detecting unknown intrusions from large heterogeneous data through ensemble learning,92507,84516,6,"method,introduction,conclusion,abstract,discussion,experiment",True,True,True,4,5,,
400,Detection of Unknown Attacks Through Encrypted Traffic: A Gaussian Prototype-Aided Variational Autoencoder Framework,79382,66132,7,"abstract,method,experiment,introduction,related_work,discussion,conclusion",True,True,True,2,4,,
401,Detection of Voltage Droop-Induced Timing Fault Attacks Due to Hardware Trojans,77075,67041,8,"abstract,method,introduction,background,related_work,discussion,experiment,conclusion",True,True,True,0,0,,
402,Disentangled Dynamic Intrusion Detection,98532,72926,8,"abstract,introduction,method,related_work,background,experiment,discussion,conclusion",True,True,True,8,4,,
403,DM-IDS—A Network Intrusion Detection Method Based on Dual-Modal Fusion,73891,61473,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,4,6,,
404,DRCAD: Dual-View Experts Routing and Counterfactual Generation for Explainable Time Series Anomaly Detection,74919,56769,6,"abstract,method,introduction,related_work,experiment,discussion",True,True,False,1,2,,
405,Drift-oriented Self-evolving Encrypted Traffic Application Classification for Actual Network Environment,37528,31957,6,"method,introduction,related_work,experiment,background,conclusion",True,True,True,3,4,,
406,Dual Spatio-Temporal Contrastive Learning Network With Adaptive Threshold Generation for Anomaly Detection of Electric Submersible Pump,65538,51554,5,"method,introduction,experiment,discussion,conclusion",True,True,True,0,1,,
407,Dual Temporal Masked Modeling for KPI Anomaly Detection via Similarity Aggregation,67340,54329,6,"abstract,method,experiment,introduction,related_work,conclusion",True,True,True,7,9,,
408,eBiTCN: Efficient bidirectional temporal convolution network for encrypted malicious network traffic detection,128651,119614,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,1,7,,
409,Edge-featured multi-hop attention graph neural network for intrusion detection system,74188,60907,8,"abstract,introduction,related_work,method,experiment,background,discussion,conclusion",True,True,True,8,13,,
410,Efficient Intrusion Detection for In-Vehicle Networks Using Knowledge Distillation From BERT to CNN-BiLSTM,78706,66341,7,"abstract,experiment,method,introduction,discussion,related_work,conclusion",True,True,True,2,6,,
411,Efficient Intrusion Detection in AMI Systems Based on Federated Semi-Supervised Learning,58291,48289,5,"introduction,method,experiment,related_work,background",True,True,False,5,4,,
412,Empirical Study of Hierarchical Intrusion Detection Systems for Unknown Attacks,73472,59631,8,"abstract,method,experiment,introduction,related_work,discussion,background,conclusion",True,True,True,2,6,,
413,Encrypted Traffic Classification Through Deep Domain Adaptation Network With Smooth Characteristic Function,69017,61980,6,"abstract,method,experiment,introduction,conclusion,related_work",True,True,True,3,1,,
414,EncryptoVision: A dual-modal fusion-based multi-classification model for encrypted traffic recognition,66068,55871,5,"abstract,method,introduction,discussion,experiment",True,True,False,4,1,,
415,End-to-End Abnormal Subgraph Detection via Subgraph-Level Contrastive Learning,80528,65802,6,"abstract,discussion,introduction,method,experiment,conclusion",True,True,True,3,4,,
416,End-to-End Attack Scene Reconstruction in a Host With Rules and Anomaly-Based Detection Models,87377,75728,8,"introduction,method,background,related_work,experiment,abstract,discussion,conclusion",True,True,True,3,2,,
417,Enhancing Anti-Interference of Magnetic Tracking: A MagRobustNet-Based Framework With Self-Supervised Anomaly Detection and Measurements Recovery,51755,40873,5,"abstract,introduction,method,experiment,conclusion",True,True,True,0,3,,
418,Enhancing Multivariate Time Series Anomaly Detection With an Inference Stacked Recurrent-Autoencoder in Strong Mechanistic Contexts,43338,37531,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,1,4,,
419,Ensemble Intrusion Detection Based on Heterogeneous Data Augmentation and Knowledge Distillation,44459,36315,6,"abstract,experiment,introduction,method,related_work,conclusion",True,True,True,4,5,,
420,Ensuring Zero Trust IoT Data Privacy: Differential Privacy in Blockchain Using Federated Learning,54889,46511,8,"abstract,method,introduction,experiment,background,related_work,discussion,conclusion",True,True,True,0,3,,
421,ERFS: Efficient Feature Graph Representation for Intrusion Detection Based on Flow Semantic Association,82085,70272,7,"abstract,method,experiment,introduction,background,discussion,conclusion",True,True,True,2,2,,
422,ETGuard: Malicious Encrypted Traffic Detection in Blockchain-Based Power Grid Systems,29142,22378,7,"abstract,introduction,background,method,experiment,related_work,conclusion",True,True,True,3,2,,
423,Evolving ML-Based Intrusion Detection: Cyber Threat Intelligence for Dynamic Model Updates,84487,75083,7,"method,abstract,introduction,background,experiment,discussion,conclusion",True,True,True,1,5,,
424,Exposing and Circumventing SNI-based QUIC Censorship of the Great Firewall of China,104852,82643,7,"abstract,introduction,background,experiment,method,discussion,conclusion",True,True,True,1,1,,
425,Facing Differences of Similarity: Intra- and Inter-Correlation Unsupervised Learning for Chest X-Ray Anomaly Detection,71991,61389,6,"abstract,introduction,discussion,method,related_work,experiment",True,True,False,1,9,,
426,FALL: Prior Failure Detection in Large Scale System Based on Language Model,59741,46280,5,"abstract,method,introduction,related_work,experiment",True,True,False,2,1,,
427,FC2P: Feature Cross-Channel Projection for Unsupervised Anomaly Segmentation,70751,55656,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,3,1,,
428,FeatDAE: Introducing Features With Denoising Autoencoder for Anomaly Detection,68444,52045,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,4,3,,
429,FeCo: Boosting Intrusion Detection Capability in IoT Networks via Contrastive Learning,84508,68533,7,"abstract,introduction,experiment,related_work,method,discussion,conclusion",True,True,True,5,5,,
430,FeCoGraph: Label-Aware Federated Graph Contrastive Learning for Few-Shot Network Intrusion Detection,81114,67333,6,"abstract,experiment,introduction,method,related_work,conclusion",True,True,True,0,3,,
431,Fed-IoMT-Block: A Privacy-Preserving Framework for Secure Federated Learning in Consumer-Centric Internet of Medical Things,62354,52096,7,"abstract,method,introduction,related_work,experiment,discussion,conclusion",True,True,True,0,3,,
432,Fed-RWM: A Robust Watermarking Approach for Federated Learning Model Ownership Protection,76535,66686,7,"abstract,experiment,introduction,method,related_work,background,conclusion",True,True,True,2,1,,
433,Fed-UGI: Federated Undersampling Learning Framework With Gini Impurity for Imbalanced Network Intrusion Detection,79487,67363,7,"method,abstract,introduction,experiment,related_work,discussion,conclusion",True,True,True,5,7,,
434,Federated-Boosting: A Distributed and Dynamic Boosting-Powered Cyber-Attack Detection Scheme for Security and Privacy of Consumer IoT,41590,30379,5,"abstract,introduction,method,related_work,experiment",True,True,False,5,5,,
435,Federated Edge Intelligence for Enhanced Security in Consumer Intermittent Healthcare Devices Using Adversarial Examples,51299,43150,6,"abstract,introduction,method,related_work,experiment,conclusion",True,True,True,3,9,,
436,Federated Graph Anomaly Detection via Contrastive Self-Supervised Learning,68462,57219,7,"abstract,method,introduction,experiment,background,related_work,conclusion",True,True,True,0,2,,
437,Federated Learning Under Attack: Exposing Vulnerabilities Through Data Poisoning Attacks in Computer Networks,56216,46774,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,5,2,,
438,Federated Malware Detection in Flying Ad Hoc Drone Networks Using Hybrid Convolutional Learning and Adaptive Optimization,90776,80295,7,"abstract,introduction,method,experiment,related_work,conclusion,discussion",True,True,True,6,7,,
439,Federated transfer learning for rare attack class detection in network intrusion detection systems,98746,88298,6,"method,related_work,conclusion,experiment,abstract,discussion",True,True,True,7,3,,
440,FedIn-NID: A Federated Learning Framework for Network Intrusion Detection in Large-Scale Heterogeneous Industrial IoT,61295,51288,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,3,1,,
441,Few-Shot Anomaly Detection via Category-Agnostic Registration Learning,81621,59950,8,"abstract,introduction,method,experiment,discussion,related_work,background,conclusion",True,True,True,4,2,,
442,Few-Shot Website Fingerprinting With Distribution Calibration,84067,71430,7,"abstract,experiment,introduction,method,background,discussion,conclusion",True,True,True,1,3,,
443,FG-SAT: Efficient Flow Graph for Encrypted Traffic Classification Under Environment Shifts,73982,60649,6,"abstract,method,introduction,discussion,experiment,conclusion",True,True,True,1,6,,
444,FIR-GNN: A Graph Neural Network Using Flow Interaction Relationships for Intrusion Detection of Consumer Electronics in Smart Home Network,54623,43227,5,"abstract,introduction,method,conclusion,experiment",True,True,True,3,2,,
445,Flow Microelement-Driven Traffic Relationship Analysis: Robust Detection of Malicious Encrypted Traffic,79462,69106,7,"discussion,abstract,method,introduction,experiment,related_work,conclusion",True,True,True,1,4,,
446,Frequency-Domain Anomaly Detection for Encrypted Traffic in Industrial Control Systems,58145,47462,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,1,6,,
447,Frequency-Domain Spectrum Discrepancy-Based Fast Anomaly Detection for IIoT Sensor Time-Series Signals,69535,60271,8,"abstract,introduction,method,related_work,experiment,background,discussion,conclusion",True,True,True,3,5,,
448,Fuzzy State-Driven Cross-Time Spatial Dependence Learning for Multivariate Time-Series Anomaly Detection,64370,52691,7,"abstract,method,introduction,related_work,discussion,conclusion,experiment",True,True,True,0,0,,
449,Global or Local Adaptation? Client-Sampled Federated Meta-Learning for Personalized IoT Intrusion Detection,74317,65277,8,"abstract,introduction,method,experiment,related_work,background,discussion,conclusion",True,True,True,6,3,,
450,GNN-Enhanced Traffic Anomaly Detection for Next-Generation SDN-Enabled Consumer Electronics,51363,36905,4,"method,introduction,experiment,conclusion",True,True,True,5,7,,
451,GrainBrain: Multiview Identification and Stratification of Defective Grain Kernels,47031,41426,8,"abstract,method,introduction,related_work,background,experiment,discussion,conclusion",True,True,True,0,2,,
452,Graph Anomaly Detection in Time Series: A Survey,122936,95667,5,"abstract,introduction,method,experiment,conclusion",True,True,True,2,0,,
453,Graph Anomaly Detection via Multiscale Contrastive Self-Supervised Learning From Local to Global,66883,54698,6,"abstract,introduction,method,experiment,related_work,conclusion",True,True,True,0,3,,
454,GraphTAN: Temporal Attention Network for Learning Graph-Level Embedding,63340,55353,6,"abstract,experiment,introduction,method,discussion,conclusion",True,True,True,1,0,,
455,GSA-DT: A Malicious Traffic Detection Model Based on Graph Self-Attention Network and Decision Tree,79888,69774,6,"abstract,method,experiment,introduction,conclusion,discussion",True,True,True,3,9,,
456,GT-HAD: Gated Transformer for Hyperspectral Anomaly Detection,68144,55134,8,"abstract,background,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,2,1,,
457,GTAE-IDS: Graph Transformer-Based Autoencoder Framework for Real-Time Network Intrusion Detection,81779,70076,6,"method,abstract,introduction,experiment,conclusion,discussion",True,True,True,3,2,,
458,Guarding Graph Neural Networks for Unsupervised Graph Anomaly Detection,73490,59693,7,"abstract,introduction,method,experiment,conclusion,background,discussion",True,True,True,2,0,,
459,Guest Editorial: Introduction to the Special Section on Large Models for Future Vehicles and Transportation,18369,18369,3,"introduction,method,experiment",True,True,False,1,2,,
460,Guest Editorial of the Special Section on Advances in Neural Computing-Enabled Device Health Management for Consumer Technology,9709,9709,1,method,True,False,False,2,0,,
461,Hawkeye: Diagnosing RDMA Network Performance Anomalies with PFC Provenance,98564,76540,8,"abstract,introduction,background,discussion,method,experiment,related_work,conclusion",True,True,True,0,6,,
462,High-speed encrypted traffic classification by using payload features,68153,65156,6,"conclusion,introduction,method,experiment,background,discussion",True,True,True,4,6,,
463,Hybrid Approach for Machine Anomaly Detection Across Diverse Operating Conditions: Combining Self-Supervised Learning With Vibration Statistics,64615,64615,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,2,7,,
464,HyperEye: A Lightweight Features Fusion Model for Unknown Encrypted Malware Traffic Detection,46635,37374,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,1,7,,
465,IAD-GPT: Advancing Visual Knowledge in Multimodal Large Language Model for Industrial Anomaly Detection,57076,47373,7,"abstract,method,introduction,discussion,related_work,experiment,conclusion",True,True,True,2,2,,
466,IIIM-SAM: Zero-Shot Texture Anomaly Detection Without External Prompts,64834,57354,8,"abstract,method,background,introduction,related_work,experiment,discussion,conclusion",True,True,True,0,1,,
467,IIT: Accurate Decentralized Application Identification Through Mining Intra- and Inter-Flow Relationships,65184,54788,8,"abstract,method,introduction,background,related_work,experiment,discussion,conclusion",True,True,True,1,1,,
468,Image Manipulation Localization Using Dual-Shallow Feature Pyramid Fusion and Boundary Contextual Incoherence Enhancement,52990,39918,6,"abstract,introduction,method,background,experiment,discussion",True,True,False,3,4,,
469,Integrating Explainable AI for Effective Malware Detection in Encrypted Network Traffic,43204,35612,7,"abstract,method,introduction,discussion,related_work,experiment,conclusion",True,True,True,1,7,,
470,Integrating ML and Blockchain for Consumer-Centric Approaches in Securing Data Transmission on IoT Networks,63538,55634,6,"abstract,introduction,method,related_work,experiment,conclusion",True,True,True,0,5,,
471,Intelligent Anomaly Detection Method for Consumer Electronics Based on Feature-Driven Learning and Diffusion Model,57629,49234,7,"abstract,method,introduction,discussion,related_work,experiment,conclusion",True,True,True,0,6,,
472,IoV-BERT-IDS: Hybrid Network Intrusion Detection System in IoV Using Large Language Models,57948,46393,6,"method,abstract,experiment,introduction,background,conclusion",True,True,True,4,6,,
473,KD-BERT: A Lightweight Knowledge Distillation Bidirectional Encoder Representations from Transformers for IoT Network Intrusion Detection,44638,34520,6,"abstract,experiment,introduction,method,related_work,discussion",True,True,False,2,6,,
474,Knowledge Distillation for Lightweight and Explainable Intrusion Detection in Resource-Constrained Consumer Devices,33361,27080,6,"abstract,method,introduction,discussion,experiment,conclusion",True,True,True,3,6,,
475,Learning Decision Boundaries for Multidimensional Anomaly Detection,68368,49365,7,"abstract,method,introduction,experiment,related_work,discussion,conclusion",True,True,True,3,1,,
476,Learning to Detect Industrial Time-Series Anomalies From Imputation Consistency With Sparse Observations,67600,58624,6,"abstract,method,introduction,experiment,discussion,conclusion",True,True,True,3,5,,
477,Lightweight and Fast Time-Series Anomaly Detection via Point-Level and Sequence-Level Reconstruction Discrepancy,67160,56554,8,"abstract,introduction,method,experiment,related_work,background,discussion,conclusion",True,True,True,4,3,,
478,Lightweight Fuzzy-Driven Intrusion Detection for Consumer Life-Tech Applications,15121,13464,6,"abstract,introduction,related_work,method,experiment,conclusion",True,True,True,0,6,,
479,Low-Light and Infrared Multimodal Remote Sensing in Nighttime Rescue Mission: A Review of Anomaly Detection Methods,88186,62604,6,"abstract,method,introduction,background,experiment,discussion",True,True,False,1,8,,
480,LScAD: A Large–Small Model Collaboration Framework for Unsupervised Industrial Anomaly Detection,67891,52807,7,"method,abstract,introduction,conclusion,experiment,background,discussion",True,True,True,1,3,,
481,LSTM Neural Networks Anomaly Detection for Biotic and Abiotic Early Stress Detection on Tomato Plants,40549,30660,4,"abstract,experiment,method,conclusion",True,True,True,3,5,,
482,LUK: Empowering Log Understanding With Expert Knowledge From Large Language Models,124091,104433,8,"abstract,experiment,introduction,discussion,method,related_work,background,conclusion",True,True,True,0,2,,
483,MAOTIN: A High-Accuracy and -Efficiency Network for Overloaded Truck Identification With GPS Trajectories,53357,42033,6,"abstract,introduction,method,experiment,discussion,conclusion",True,True,True,0,4,,
484,$\mathsf{TCG}\text{-}\mathsf{IDS}$ : Robust Network Intrusion Detection via Temporal Contrastive Graph Learning,60609,52763,7,"abstract,introduction,method,experiment,discussion,related_work,conclusion",True,True,True,6,10,,
485,MFFTD: A Multiscale Feature Fusion Transformer Detector for Electricity Theft Based on Semi-Supervised Learning,53556,46410,7,"abstract,method,introduction,experiment,related_work,discussion,conclusion",True,True,True,3,2,,
486,MGCL: Multiorder Graph Neural Network With Cross-Learning for Multivariate Time-Series Anomaly Detection,68788,54949,6,"abstract,introduction,method,experiment,background,related_work",True,True,False,3,1,,
487,MIETT: Multi-Instance Encrypted Traffic Transformer for Encrypted Traffic Classification,42657,34891,7,"abstract,introduction,method,conclusion,related_work,experiment,discussion",True,True,True,1,3,,
488,MiKA-HAD: Minority-Augmented KAN-Based Hybrid Self-Supervised Framework for Hyperspectral Anomaly Detection,66668,56922,7,"abstract,background,introduction,method,conclusion,experiment,discussion",True,True,True,2,4,,
489,Mining Multi-Scale Spatial-Frequency Clues for Unsupervised Intrusion Detection,79704,57796,7,"method,introduction,related_work,background,discussion,experiment,conclusion",True,True,True,1,5,,
490,MKF-ADS: Multi-Knowledge Fusion Based Anomaly Detection System in Vehicular Control Area Networks,71638,57727,6,"method,introduction,related_work,background,experiment,conclusion",True,True,True,2,3,,
491,MoCC-BD-FID: Multi-Objective Clustering Combination-Based Backdoor Defense for Federated Intrusion Detection of Industrial Control Systems,76420,66814,6,"abstract,method,introduction,experiment,background,conclusion",True,True,True,5,3,,
492,MSFE-AD: Multiscale Feature-Enhanced Early Satellite Sensor Data Anomaly Detection Based on Rare Boundary Samples,61061,51857,7,"abstract,method,introduction,background,discussion,experiment,conclusion",True,True,True,2,7,,
493,Multi-task encrypted network traffic classification based on feature extraction,18607,18055,6,"abstract,introduction,experiment,discussion,method,conclusion",True,True,True,2,6,,
494,Multi-View Intrusion Detection Framework Using Deep Learning and Knowledge Graphs,79257,71999,6,"method,introduction,experiment,conclusion,related_work,discussion",True,True,True,8,6,,
495,Multimodal Evidential Learning for Open-World Weakly-Supervised Video Anomaly Detection,56009,40256,5,"abstract,method,introduction,experiment,discussion",True,True,False,3,2,,
496,Multimodal fusion based few-shot network intrusion detection system,96126,83512,6,"method,related_work,discussion,experiment,abstract,conclusion",True,True,True,6,1,,
497,Multimodal VAD: Visual Anomaly Detection in Intelligent Monitoring System via Audio-Vision-Language,63388,47383,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,0,3,,
498,Multiscale Transformers With Contrastive Learning for UAV Anomaly Detection,72307,58376,7,"abstract,introduction,method,related_work,experiment,discussion,conclusion",True,True,True,2,2,,
499,Multitask Hybrid Knowledge Distillation for Unsupervised Anomaly Detection,53441,44242,7,"method,introduction,experiment,related_work,abstract,discussion,conclusion",True,True,True,4,3,,
500,Multivariate Time Series Anomaly Detection Based on Multiple Spatiotemporal Graph Convolution,62517,51889,6,"abstract,method,introduction,experiment,related_work,conclusion",True,True,True,5,2,,
501,NMFAD: Neighbor-Aware Mask-Filling Attributed Network Anomaly Detection,48834,35532,7,"abstract,introduction,method,experiment,related_work,discussion,conclusion",True,True,True,1,1,,
502,Normalizing-Flow-Based Anomaly Scoring for Intelligent Network Intrusion Detection,144226,89550,6,"abstract,introduction,method,discussion,experiment,conclusion",True,True,True,3,5,,
503,NTLFlowLyzer: Towards generating an intrusion detection dataset and intruders behavior profiling through network and transport layers traffic analysis and pattern extraction,125525,108037,8,"discussion,abstract,introduction,method,related_work,conclusion,background,experiment",True,True,True,3,3,,
